UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target
8175,M18174,M,299.1,308.8,1470,39.9,182,0
8176,M18175,H,302.2,311.9,1691,48.2,239,0
8177,M18176,M,303.2,315.3,1591,38.0,84,0
8178,M18177,L,303.1,313.6,1246,45.9,189,0
8179,M18178,L,301.5,312.4,1550,42.3,242,0
8180,M18179,H,299.5,310.8,1392,43.1,25,0
8181,M18180,L,293.5,302.9,1377,46.5,134,0
8182,M18181,H,300.6,311.8,1267,37.1,3,0
8183,M18182,L,300.0,309.5,1650,30.6,209,0
8184,M18183,L,300.3,309.7,1738,44.7,73,0
8185,M18184,M,300.1,309.8,1919,38.7,84,0
8186,M18185,L,297.3,306.7,1275,35.6,174,0
8187,M18186,M,301.1,311.9,1676,45.2,200,0
8188,M18187,L,301.3,311.5,1688,52.6,101,0
8189,M18188,M,301.4,310.9,1435,38.5,168,0
8190,M18189,L,301.9,312.6,1375,40.1,242,0
8191,M18190,M,301.2,310.9,1345,28.3,224,0
8192,M18191,H,299.2,308.9,1445,37.8,177,0
8193,M18192,L,299.9,309.9,1575,42.2,239,0
8194,M18193,L,300.2,310.6,1782,39.8,222,0
8195,M18194,L,300.2,310.6,1737,36.4,184,0
8196,M18195,L,302.0,311.6,1250,47.2,232,1
8197,M18196,L,301.3,312.1,1398,40.6,207,0
8198,M18197,M,304.2,313.9,1772,65.6,127,0
8199,M18198,L,304.4,313.8,1408,42.1,127,0
8200,M18199,H,300.2,308.7,1529,12.8,2,0
8201,M18200,L,292.3,303.3,1234,29.0,8,0
8202,M18201,H,302.5,312.5,1745,45.3,189,0
8203,M18202,M,298.9,309.1,1197,33.6,140,0
8204,M18203,L,298.4,309.4,1245,34.2,193,0
8205,M18204,M,299.2,308.7,1727,27.7,240,0
8206,M18205,H,299.1,307.7,1883,35.3,114,0
8207,M18206,M,301.2,311.3,1487,41.9,22,0
8208,M18207,M,296.9,307.2,1531,43.8,159,0
8209,M18208,L,297.8,307.6,1702,29.9,25,0
8210,M18209,L,300.7,312.2,1591,48.0,157,0
8211,M18210,M,301.2,308.8,1472,28.2,134,0
8212,M18211,M,301.3,312.4,1452,44.3,180,0
8213,M18212,H,298.4,309.2,1259,43.3,89,0
8214,M18213,H,298.0,308.5,1581,30.7,36,0
8215,M18214,L,299.0,305.7,1523,29.6,60,0
8216,M18215,L,300.5,311.8,1461,43.8,173,0
8217,M18216,L,303.0,311.9,1360,34.5,121,0
8218,M18217,L,295.9,305.4,1378,38.1,137,0
8219,M18218,L,299.6,309.4,1650,46.8,82,0
8220,M18219,L,297.3,307.7,1697,44.7,212,0
8221,M18220,L,296.7,307.3,1480,30.9,253,0
8222,M18221,L,301.9,312.8,1462,39.5,79,0
8223,M18222,H,301.1,311.9,1386,30.7,182,0
8224,M18223,L,300.9,311.2,1707,48.6,43,0
8225,M18224,L,301.8,312.3,1545,55.2,188,0
8226,M18225,L,299.0,307.9,1605,31.6,109,0
8227,M18226,L,299.1,308.4,1603,39.7,153,0
8228,M18227,M,304.4,315.3,1484,49.1,60,0
8229,M18228,M,299.5,310.3,1330,40.2,215,0
8230,M18229,L,301.5,312.2,1361,45.6,44,0
8231,M18230,H,300.0,309.5,1741,40.5,235,0
8232,M18231,L,296.3,307.2,1409,29.5,15,0
8233,M18232,H,295.9,304.7,1466,41.2,73,0
8234,M18233,M,298.8,309.9,1336,51.2,142,0
8235,M18234,L,302.1,311.9,1321,43.1,217,0
8236,M18235,L,301.6,313.3,1401,56.1,146,0
8237,M18236,H,301.8,310.3,1841,22.5,55,0
8238,M18237,L,298.0,309.8,1657,43.8,217,0
8239,M18238,M,303.2,312.9,1445,33.6,151,0
8240,M18239,H,298.1,307.7,1733,31.3,59,0
8241,M18240,M,300.4,310.6,1512,53.2,142,0
8242,M18241,M,300.0,309.3,1781,37.5,171,0
8243,M18242,L,299.7,309.6,1935,36.5,172,0
8244,M18243,M,302.7,311.9,1723,43.4,183,0
8245,M18244,M,298.6,307.9,1556,18.7,227,0
8246,M18245,L,297.3,307.8,1664,53.4,209,0
8247,M18246,M,300.0,309.1,1542,58.9,154,0
8248,M18247,L,299.2,308.4,1210,49.1,8,0
8249,M18248,M,306.8,315.4,1422,44.1,190,0
8250,M18249,M,301.4,310.8,1369,37.9,247,0
8251,M18250,L,299.2,310.5,1418,29.4,77,0
8252,M18251,L,297.9,307.0,1860,51.8,154,0
8253,M18252,H,296.2,305.5,1740,49.1,194,0
8254,M18253,M,297.9,308.1,1618,44.5,162,0
8255,M18254,L,300.2,309.9,1684,43.3,233,0
8256,M18255,L,302.9,315.1,1200,43.0,120,0
8257,M18256,L,302.2,312.1,1669,34.8,135,0
8258,M18257,L,300.5,310.8,1707,64.8,10,0
8259,M18258,L,299.4,310.3,1138,37.2,228,0
8260,M18259,L,300.5,311.5,1676,35.8,66,0
8261,M18260,L,299.0,309.2,1284,51.1,248,0
8262,M18261,M,303.4,313.3,1186,39.7,51,0
8263,M18262,L,299.6,311.6,1776,39.8,64,0
8264,M18263,L,299.8,309.7,1359,54.0,123,0
8265,M18264,L,295.6,305.1,1411,46.7,167,0
8266,M18265,M,299.6,309.0,1716,47.2,111,0
8267,M18266,H,301.7,309.9,1484,26.0,89,0
8268,M18267,L,297.9,308.7,1507,44.0,137,0
8269,M18268,H,298.5,306.2,1503,30.0,242,0
8270,M18269,H,301.6,311.6,1601,35.5,243,0
8271,M18270,M,297.0,306.8,1498,41.7,83,0
8272,M18271,L,302.1,314.4,1559,39.6,172,0
8273,M18272,H,298.9,307.1,1449,46.5,183,0
8274,M18273,H,299.2,308.3,1602,47.6,165,0
8275,M18274,H,297.8,307.6,1595,48.4,29,0
8276,M18275,H,300.8,310.6,1879,26.7,136,0
8277,M18276,L,304.9,314.4,1471,63.4,193,0
8278,M18277,L,301.6,311.5,1506,39.8,51,0
8279,M18278,M,298.3,307.0,1582,52.0,88,0
8280,M18279,M,302.3,312.6,1712,15.1,52,0
8281,M18280,H,299.4,307.0,1344,37.4,224,0
8282,M18281,L,302.7,312.7,1558,25.5,217,0
8283,M18282,M,301.6,311.0,1090,31.5,43,0
8284,M18283,H,294.1,305.1,1490,40.5,192,0
8285,M18284,L,298.0,309.7,1731,36.7,92,0
8286,M18285,L,301.9,311.6,1409,53.0,174,0
8287,M18286,L,300.3,311.7,1571,57.5,125,0
8288,M18287,L,298.0,307.6,1444,30.4,119,0
8289,M18288,L,298.7,307.8,1385,35.2,223,0
8290,M18289,L,296.2,307.9,1713,29.8,161,0
8291,M18290,L,299.8,310.3,1352,51.4,60,0
8292,M18291,L,304.4,314.4,1591,41.6,28,0
8293,M18292,L,301.6,312.3,1594,40.3,236,0
8294,M18293,H,304.4,314.7,1387,43.1,39,0
8295,M18294,M,301.8,311.7,1567,36.9,186,0
8296,M18295,H,302.1,310.7,1372,31.5,125,0
8297,M18296,L,303.9,313.7,1632,40.5,35,0
8298,M18297,L,300.8,311.4,1304,37.4,196,0
8299,M18298,L,299.6,309.5,1478,43.4,229,0
8300,M18299,L,302.1,313.0,1494,23.8,31,0
8301,M18300,H,302.9,313.3,1738,41.8,17,0
8302,M18301,L,299.0,308.2,1564,33.2,215,0
8303,M18302,L,298.6,307.2,1710,41.5,127,0
8304,M18303,M,300.3,310.1,1638,49.0,171,0
8305,M18304,M,301.7,311.1,1637,34.5,112,0
8306,M18305,L,301.6,311.9,1480,51.8,104,0
8307,M18306,M,297.2,306.4,1722,22.8,76,0
8308,M18307,L,303.8,313.2,1475,55.3,142,0
8309,M18308,L,298.7,309.8,1229,52.3,40,0
8310,M18309,L,299.5,309.6,1501,31.2,181,0
8311,M18310,M,298.2,307.5,1620,31.3,139,0
8312,M18311,L,305.4,315.4,1251,25.2,214,0
8313,M18312,L,300.5,311.9,1381,49.1,233,0
8314,M18313,H,298.3,308.6,1319,36.7,228,0
8315,M18314,L,301.7,312.3,1680,36.0,152,0
8316,M18315,L,301.5,310.8,1838,28.9,81,0
8317,M18316,H,299.6,310.7,1501,57.9,90,0
8318,M18317,L,301.7,314.0,1634,30.4,165,0
8319,M18318,L,298.3,307.6,1629,40.2,180,0
8320,M18319,M,299.0,307.8,1817,42.1,41,0
8321,M18320,L,296.0,306.2,1422,36.1,252,0
8322,M18321,M,297.4,308.2,1500,34.1,27,0
8323,M18322,L,303.6,313.5,1478,36.3,154,0
8324,M18323,L,303.3,312.2,1552,45.6,134,0
8325,M18324,M,300.1,310.0,1987,36.6,150,0
8326,M18325,M,303.3,313.9,1545,56.1,135,0
8327,M18326,M,299.7,309.3,1386,32.3,15,0
8328,M18327,L,299.5,310.1,1332,47.5,252,0
8329,M18328,M,300.1,311.3,1763,22.6,248,1
8330,M18329,M,299.8,310.0,1385,32.3,133,0
8331,M18330,M,299.6,309.5,1658,31.9,53,0
8332,M18331,H,302.3,313.1,1417,29.1,46,0
8333,M18332,L,300.3,309.4,1312,42.8,14,0
8334,M18333,M,301.4,310.5,1647,38.9,155,0
8335,M18334,M,302.1,311.8,1426,17.4,121,0
8336,M18335,L,300.8,310.3,1615,59.8,105,0
8337,M18336,M,298.1,307.3,1628,41.7,133,0
8338,M18337,L,297.3,309.1,1637,40.0,221,0
8339,M18338,M,300.3,312.5,1491,53.0,18,0
8340,M18339,M,299.7,309.3,1662,49.8,138,0
8341,M18340,M,300.2,310.3,1374,37.0,177,0
8342,M18341,L,300.0,309.8,1100,20.7,246,0
8343,M18342,L,305.2,316.3,1666,45.6,187,0
8344,M18343,L,297.3,308.6,1569,30.5,139,0
8345,M18344,L,296.0,304.2,1430,52.3,194,0
8346,M18345,M,300.7,311.1,1276,32.3,252,0
8347,M18346,M,299.2,307.9,1174,35.5,225,0
8348,M18347,M,300.6,312.4,1548,26.7,23,0
8349,M18348,H,301.2,311.6,1834,27.5,145,0
8350,M18349,L,302.6,311.7,1514,38.9,199,0
8351,M18350,H,297.0,306.7,1474,38.0,170,0
8352,M18351,L,298.9,308.6,1535,35.3,105,0
8353,M18352,L,300.9,311.4,1929,60.3,82,0
8354,M18353,L,301.5,312.6,1674,46.0,159,0
8355,M18354,M,304.4,313.2,1372,40.1,104,0
8356,M18355,M,301.9,313.8,1544,12.7,99,0
8357,M18356,H,299.9,311.5,1599,48.2,212,0
8358,M18357,L,298.2,307.3,1350,69.6,80,0
8359,M18358,L,298.9,308.9,1675,38.1,163,0
8360,M18359,L,298.8,310.5,1393,32.0,221,0
8361,M18360,H,301.3,312.5,1269,41.6,157,0
8362,M18361,L,300.5,310.2,1553,25.8,125,0
8363,M18362,M,297.4,308.2,1524,44.6,9,0
8364,M18363,L,299.1,312.1,1539,54.9,172,0
8365,M18364,L,301.8,311.9,1402,33.4,252,0
8366,M18365,L,300.7,310.1,1427,33.7,205,0
8367,M18366,L,301.1,311.3,1741,39.2,161,0
8368,M18367,L,300.8,311.0,1618,35.0,119,0
8369,M18368,L,303.3,312.7,1368,25.0,57,0
8370,M18369,H,300.5,310.9,1190,36.2,175,0
8371,M18370,L,299.2,308.0,1375,34.2,45,0
8372,M18371,M,298.2,307.5,1567,53.5,224,0
8373,M18372,M,300.5,311.3,1426,51.4,90,0
8374,M18373,L,295.1,303.4,1412,53.8,101,0
8375,M18374,L,299.6,310.5,1434,47.9,55,0
8376,M18375,M,299.6,307.6,1526,42.0,122,0
8377,M18376,L,297.3,305.5,1679,31.3,172,0
8378,M18377,L,298.1,307.6,1539,53.1,77,0
8379,M18378,M,301.6,311.9,1550,43.4,178,0
8380,M18379,M,300.5,311.8,1499,27.6,157,0
8381,M18380,M,300.2,310.3,1450,31.0,94,0
8382,M18381,L,300.6,310.4,1699,27.5,79,0
8383,M18382,M,300.2,310.8,1672,19.7,218,0
8384,M18383,L,302.5,311.6,1905,43.8,3,0
8385,M18384,L,300.2,310.4,1648,27.7,181,0
8386,M18385,L,297.1,305.9,1450,32.5,106,0
8387,M18386,L,303.3,313.3,1377,40.4,182,0
8388,M18387,M,300.7,310.6,1710,38.1,128,0
8389,M18388,L,298.8,308.0,1393,32.9,21,0
8390,M18389,L,297.5,307.7,1684,55.0,248,0
8391,M18390,L,300.8,311.0,1403,24.9,22,0
8392,M18391,L,299.8,310.9,1601,25.3,40,0
8393,M18392,L,303.1,311.5,1349,44.5,106,0
8394,M18393,M,299.3,309.2,1679,33.8,239,0
8395,M18394,M,298.3,307.6,1318,33.4,74,0
8396,M18395,H,301.8,312.7,1588,29.3,144,0
8397,M18396,L,301.9,312.6,1504,43.3,132,0
8398,M18397,L,300.3,310.8,1557,42.2,84,0
8399,M18398,H,301.4,310.6,1468,41.2,176,0
8400,M18399,M,299.9,310.8,1464,34.2,127,0
8401,M18400,M,300.5,308.9,1567,32.6,146,0
8402,M18401,H,302.3,310.6,1360,38.4,53,0
8403,M18402,M,301.3,310.0,1359,49.6,234,0
8404,M18403,M,299.7,309.6,1475,55.5,28,0
8405,M18404,M,302.7,313.4,1468,51.0,175,0
8406,M18405,M,295.3,302.3,1359,45.0,224,0
8407,M18406,M,304.1,315.4,1704,49.7,21,0
8408,M18407,L,296.6,306.7,1479,28.3,7,0
8409,M18408,H,298.7,307.2,1498,32.9,84,0
8410,M18409,H,299.9,310.0,1301,45.2,200,0
8411,M18410,L,299.7,310.8,1910,38.8,181,0
8412,M18411,M,302.0,312.6,1973,43.3,208,0
8413,M18412,M,297.9,309.0,1399,49.7,101,0
8414,M18413,L,300.5,309.2,1758,48.2,251,0
8415,M18414,L,298.8,308.4,1523,29.2,93,0
8416,M18415,M,300.6,309.7,1826,40.1,204,0
8417,M18416,L,299.9,311.6,1599,30.9,89,0
8418,M18417,H,300.2,310.8,1557,32.3,55,0
8419,M18418,H,298.9,311.7,1092,23.1,85,0
8420,M18419,M,299.0,308.5,1382,41.3,49,0
8421,M18420,H,300.6,309.8,1543,22.3,33,0
8422,M18421,M,301.9,311.7,1575,43.9,92,0
8423,M18422,L,298.8,310.2,1322,53.4,37,0
8424,M18423,L,298.3,307.9,1409,45.3,127,0
8425,M18424,H,301.2,311.4,1638,40.5,9,0
8426,M18425,M,299.9,310.0,1291,55.2,109,0
8427,M18426,L,301.7,311.7,1563,43.2,242,0
8428,M18427,M,298.2,307.5,1761,31.5,91,0
8429,M18428,L,296.4,306.3,1608,41.2,35,0
8430,M18429,L,298.9,308.8,1599,59.4,77,0
8431,M18430,L,298.5,308.5,1177,29.2,200,0
8432,M18431,L,299.8,310.8,1392,26.3,79,0
8433,M18432,M,298.7,310.5,1907,46.1,97,0
8434,M18433,M,301.5,310.6,1432,37.8,200,0
8435,M18434,M,299.4,309.0,1765,34.7,66,0
8436,M18435,L,300.3,309.5,1430,27.5,121,0
8437,M18436,M,300.3,310.5,1489,20.7,16,0
8438,M18437,H,300.4,309.9,1631,25.6,44,0
8439,M18438,L,300.0,310.2,1557,56.0,53,0
8440,M18439,L,301.0,312.1,1607,39.9,117,0
8441,M18440,M,298.4,305.9,1393,20.6,208,0
8442,M18441,M,302.8,313.3,1336,51.7,90,0
8443,M18442,L,299.5,309.1,1380,52.2,96,0
8444,M18443,H,297.4,307.8,1444,52.2,76,0
8445,M18444,L,300.4,309.5,1498,35.8,81,0
8446,M18445,M,298.3,309.5,1725,37.3,102,0
8447,M18446,M,301.3,312.2,1555,41.4,228,0
8448,M18447,L,304.4,315.0,1626,53.9,6,0
8449,M18448,L,298.4,309.2,1564,34.5,158,0
8450,M18449,H,300.7,309.9,1339,32.5,225,0
8451,M18450,L,296.5,305.9,1542,46.9,105,0
8452,M18451,L,300.9,311.7,1562,52.0,165,0
8453,M18452,H,298.2,307.5,1675,39.5,148,1
8454,M18453,L,298.8,310.2,1348,46.6,86,0
8455,M18454,L,297.8,307.5,1174,41.1,35,0
8456,M18455,L,301.5,312.0,1571,37.5,56,0
8457,M18456,L,302.0,314.1,1602,31.8,15,0
8458,M18457,L,300.0,309.3,1507,28.6,193,0
8459,M18458,M,298.3,308.3,1544,33.9,135,0
8460,M18459,L,303.2,314.2,1696,30.3,199,0
8461,M18460,M,298.5,309.5,1457,42.8,73,0
8462,M18461,H,295.7,305.3,1489,52.1,204,0
8463,M18462,L,300.9,310.4,1553,42.0,78,0
8464,M18463,M,297.8,307.6,1321,30.9,31,0
8465,M18464,M,302.0,313.4,1512,48.5,135,0
8466,M18465,L,299.2,309.0,1528,42.9,239,0
8467,M18466,M,301.2,311.3,1832,44.9,105,0
8468,M18467,L,302.8,312.4,1486,34.9,130,0
8469,M18468,L,297.6,308.3,1575,51.2,114,0
8470,M18469,M,298.9,309.0,1703,51.2,116,0
8471,M18470,H,299.8,308.8,1389,38.2,54,0
8472,M18471,M,303.1,312.1,1785,47.1,107,0
8473,M18472,L,298.7,306.7,1855,50.9,126,0
8474,M18473,M,298.8,308.0,1534,35.4,188,0
8475,M18474,M,301.0,311.8,1442,39.2,35,0
8476,M18475,L,298.8,310.2,1830,40.8,145,0
8477,M18476,M,300.3,311.0,1681,29.1,168,0
8478,M18477,M,296.9,307.5,1554,44.4,97,0
8479,M18478,L,304.4,314.3,1794,50.1,139,0
8480,M18479,M,297.3,308.1,1775,38.6,180,0
8481,M18480,M,299.4,309.6,1479,43.4,118,0
8482,M18481,M,299.9,311.7,1584,53.8,84,0
8483,M18482,M,303.8,313.7,1642,36.0,209,0
8484,M18483,M,297.4,308.7,1544,43.6,250,0
8485,M18484,M,304.0,314.8,1290,34.4,55,0
8486,M18485,M,301.5,312.2,1371,34.1,225,0
8487,M18486,L,300.8,308.8,1296,43.4,138,0
8488,M18487,H,298.0,309.0,1627,42.4,113,0
8489,M18488,L,301.1,311.0,1327,45.5,226,0
8490,M18489,L,298.6,308.1,1573,40.8,230,0
8491,M18490,H,302.5,311.1,1867,44.6,69,0
8492,M18491,L,298.1,308.1,1795,56.5,91,0
8493,M18492,H,299.8,309.8,1210,50.5,216,0
8494,M18493,L,298.9,307.6,1310,43.3,124,0
8495,M18494,L,298.0,306.6,1400,45.0,73,0
8496,M18495,M,301.5,312.0,1330,37.0,243,0
8497,M18496,L,301.1,311.9,1243,38.4,55,0
8498,M18497,M,302.4,312.6,1537,44.9,154,0
8499,M18498,M,296.4,307.6,1665,40.9,108,0
8500,M18499,M,302.1,312.0,1710,47.9,114,0
8501,M18500,M,305.0,315.0,1454,52.5,27,0
8502,M18501,H,299.1,308.2,1490,39.0,65,0
8503,M18502,M,303.8,312.2,1603,20.1,42,0
8504,M18503,L,299.5,311.3,1520,60.1,190,0
8505,M18504,M,297.3,308.4,1684,33.5,177,0
8506,M18505,L,299.4,308.0,1616,41.9,201,0
8507,M18506,M,302.1,312.3,1472,47.2,177,0
8508,M18507,M,298.3,308.2,1207,53.9,33,0
8509,M18508,M,298.8,308.5,1807,57.9,248,0
8510,M18509,M,301.2,310.8,1416,36.4,48,0
8511,M18510,L,300.0,310.4,1603,51.8,89,0
8512,M18511,M,301.2,312.0,1196,42.0,179,0
8513,M18512,H,300.5,310.9,1537,67.2,36,0
8514,M18513,L,301.0,310.8,1557,50.9,43,0
8515,M18514,L,299.1,309.0,1566,38.2,222,0
8516,M18515,H,300.5,311.4,2078,32.1,84,0
8517,M18516,L,298.1,308.6,1426,14.0,168,0
8518,M18517,L,302.6,312.6,1686,46.7,217,0
8519,M18518,M,298.7,308.7,1633,50.0,246,0
8520,M18519,L,302.3,312.6,1418,47.4,53,0
8521,M18520,M,299.5,309.1,1683,16.7,31,0
8522,M18521,L,300.4,311.2,1510,27.5,187,0
8523,M18522,L,299.0,307.9,1696,44.8,48,0
8524,M18523,H,298.0,307.6,1890,57.7,147,0
8525,M18524,L,296.5,307.1,1566,39.5,135,0
8526,M18525,L,297.9,306.8,1489,50.8,142,0
8527,M18526,M,299.4,307.8,1727,29.8,164,0
8528,M18527,M,300.4,310.5,1789,42.1,215,0
8529,M18528,L,302.0,310.3,1381,37.3,69,0
8530,M18529,H,299.1,307.8,1458,51.8,140,0
8531,M18530,L,298.2,309.0,1660,34.7,85,0
8532,M18531,L,297.1,306.9,1515,56.6,81,0
8533,M18532,L,301.0,312.2,1368,37.0,5,0
8534,M18533,L,302.8,311.6,1636,29.4,152,0
8535,M18534,L,302.5,312.4,1659,29.7,246,0
8536,M18535,H,301.4,311.8,1479,33.8,193,0
8537,M18536,M,301.3,310.1,1550,43.7,61,0
8538,M18537,L,303.4,314.4,1436,34.0,181,0
8539,M18538,L,300.7,311.2,1343,31.9,75,0
8540,M18539,M,301.3,309.7,1450,48.8,191,0
8541,M18540,L,299.4,309.3,1552,8.2,216,0
8542,M18541,L,297.3,307.7,1275,35.7,85,0
8543,M18542,L,298.6,308.0,1463,26.8,1,0
8544,M18543,M,300.0,308.5,1555,31.4,77,0
8545,M18544,L,300.1,310.4,1753,42.4,52,0
8546,M18545,M,303.9,316.1,1483,38.0,157,0
8547,M18546,H,300.2,309.8,1316,37.1,73,0
8548,M18547,M,302.4,313.9,1501,51.8,9,0
8549,M18548,M,299.1,308.4,1438,39.9,134,0
8550,M18549,L,299.4,309.6,1638,57.9,221,0
8551,M18550,H,297.3,308.1,1479,47.1,114,0
8552,M18551,H,298.5,308.5,1054,30.4,95,0
8553,M18552,L,301.1,310.8,2200,59.1,45,0
8554,M18553,H,300.0,310.7,1564,42.8,98,0
8555,M18554,H,301.9,313.8,1555,58.5,84,0
8556,M18555,H,300.4,310.7,1263,37.4,252,0
8557,M18556,L,299.3,308.8,1277,42.7,8,0
8558,M18557,H,304.3,314.1,1523,44.3,60,0
8559,M18558,L,299.8,312.3,1599,38.3,17,0
8560,M18559,L,302.3,312.5,1665,52.6,217,0
8561,M18560,L,299.2,308.6,1582,59.1,106,0
8562,M18561,L,301.4,310.3,1327,17.3,201,0
8563,M18562,L,301.9,310.0,1091,48.1,175,0
8564,M18563,L,300.4,310.8,1521,31.1,235,0
8565,M18564,M,295.3,305.9,1443,14.3,6,0
8566,M18565,L,300.0,309.6,1313,45.1,52,0
8567,M18566,H,302.5,312.4,1687,45.1,178,0
8568,M18567,L,301.1,309.9,1257,46.7,148,0
8569,M18568,L,300.9,311.0,1649,43.7,176,0
8570,M18569,L,296.6,307.0,1287,48.7,146,0
8571,M18570,L,298.6,308.0,1563,34.0,147,0
8572,M18571,M,300.8,312.5,1706,42.6,236,0
8573,M18572,L,300.8,310.0,1479,46.9,233,0
8574,M18573,L,302.4,312.7,1841,53.4,10,0
8575,M18574,L,299.7,310.6,1882,40.4,105,0
8576,M18575,L,300.8,310.7,1581,37.9,129,0
8577,M18576,L,300.0,309.8,1636,39.5,91,0
8578,M18577,L,298.0,306.6,1729,28.2,13,0
8579,M18578,M,295.5,306.8,1636,47.6,119,0
8580,M18579,M,300.9,310.7,1617,25.6,247,0
8581,M18580,L,300.3,310.9,1445,43.9,18,0
8582,M18581,H,298.8,309.4,1237,40.8,207,0
8583,M18582,L,296.8,306.1,1290,24.6,50,0
8584,M18583,M,301.3,311.1,1965,25.2,146,0
8585,M18584,M,299.5,310.8,1597,31.5,98,0
8586,M18585,L,301.1,310.0,1495,36.6,88,0
8587,M18586,L,303.7,315.9,1765,54.7,220,0
8588,M18587,L,295.7,305.0,1405,38.9,246,0
8589,M18588,L,298.6,307.4,1643,45.4,98,0
8590,M18589,L,299.6,309.7,1553,52.5,162,0
8591,M18590,M,302.9,315.1,1621,50.6,141,0
8592,M18591,M,296.7,304.8,1479,39.9,19,0
8593,M18592,H,303.9,313.7,1366,33.0,10,0
8594,M18593,L,300.3,310.7,1392,44.9,196,0
8595,M18594,M,299.8,309.8,1399,33.2,100,0
8596,M18595,H,299.6,310.0,1538,58.0,78,0
8597,M18596,M,299.1,308.4,1260,48.6,249,0
8598,M18597,M,302.1,311.5,1316,42.1,22,0
8599,M18598,H,297.9,307.7,1563,45.1,68,0
8600,M18599,H,300.7,309.6,1516,41.8,217,0
8601,M18600,M,299.2,309.2,1573,36.4,105,0
8602,M18601,M,298.5,308.1,1531,44.9,148,0
8603,M18602,L,305.2,314.7,1990,37.6,12,0
8604,M18603,L,300.8,311.2,1562,59.2,233,0
8605,M18604,M,301.2,309.4,1471,33.1,35,0
8606,M18605,L,302.3,312.0,1557,45.0,54,0
8607,M18606,L,297.2,309.5,1722,32.3,40,0
8608,M18607,L,303.5,312.4,1530,32.1,126,0
8609,M18608,H,295.0,306.3,1662,22.3,207,0
8610,M18609,H,298.5,308.5,1610,44.1,68,0
8611,M18610,L,299.1,308.5,1487,34.7,36,0
8612,M18611,L,301.2,309.8,1559,50.7,104,0
8613,M18612,M,300.4,310.6,1825,44.1,248,0
8614,M18613,L,299.7,311.1,1583,41.5,3,0
8615,M18614,L,300.0,309.6,1363,26.0,128,0
8616,M18615,H,298.0,308.0,1482,45.8,169,0
8617,M18616,L,297.0,308.0,1161,33.4,204,0
8618,M18617,L,301.5,311.8,1564,25.8,189,0
8619,M18618,M,301.4,309.8,1774,44.3,19,0
8620,M18619,L,303.2,313.3,1299,27.5,117,0
8621,M18620,L,298.4,309.9,1566,19.3,20,0
8622,M18621,M,301.4,311.3,1715,52.8,157,0
8623,M18622,L,299.4,306.7,1734,34.4,19,0
8624,M18623,L,302.4,312.8,1768,22.7,12,0
8625,M18624,L,302.0,311.8,1205,30.5,77,0
8626,M18625,L,300.4,308.6,1629,32.9,238,0
8627,M18626,M,299.3,307.6,1270,51.3,180,0
8628,M18627,H,301.9,312.9,1360,23.5,1,0
8629,M18628,M,301.3,310.6,1686,26.7,72,0
8630,M18629,H,298.6,307.7,1567,49.7,4,0
8631,M18630,L,297.3,307.3,1669,35.5,74,0
8632,M18631,L,299.4,308.8,1373,42.3,173,0
8633,M18632,L,303.0,313.1,1803,35.1,192,0
8634,M18633,H,302.3,312.1,1662,60.0,203,0
8635,M18634,L,297.8,306.6,1698,27.2,230,0
8636,M18635,M,297.7,307.2,1346,42.8,93,0
8637,M18636,M,302.5,313.0,1749,54.9,218,0
8638,M18637,L,297.7,307.8,1482,36.3,184,0
8639,M18638,H,301.0,310.9,1430,32.5,136,0
8640,M18639,L,298.8,310.7,1651,47.6,242,0
8641,M18640,L,303.2,314.0,1643,49.9,240,0
8642,M18641,H,298.5,309.3,1387,32.1,227,0
8643,M18642,M,302.3,312.1,1907,54.5,51,0
8644,M18643,M,300.4,310.6,1864,40.5,53,0
8645,M18644,H,300.5,310.1,1647,45.0,228,0
8646,M18645,M,296.1,306.8,1616,54.7,101,0
8647,M18646,L,295.6,305.5,1598,47.6,202,0
8648,M18647,H,299.6,309.8,1262,40.0,174,0
8649,M18648,M,300.5,310.7,1559,33.4,193,0
8650,M18649,L,297.7,307.7,1557,66.8,7,0
8651,M18650,H,297.8,310.8,1436,32.2,109,0
8652,M18651,L,301.1,310.5,1484,43.1,217,0
8653,M18652,M,301.1,310.4,1113,45.0,124,0
8654,M18653,L,299.7,310.4,1343,45.5,175,0
8655,M18654,L,301.6,311.0,1704,61.1,191,1
8656,M18655,L,297.7,307.4,1849,40.5,31,0
8657,M18656,L,299.3,308.2,1370,39.1,39,0
8658,M18657,M,303.3,313.8,1572,55.4,183,0
8659,M18658,M,300.1,310.6,1736,38.7,14,0
8660,M18659,M,300.3,309.9,1446,48.7,86,0
8661,M18660,L,304.6,315.3,1660,41.9,232,0
8662,M18661,H,297.2,305.3,1533,49.1,145,0
8663,M18662,H,301.6,310.9,1752,47.2,230,0
8664,M18663,L,303.3,313.2,1309,36.0,78,0
8665,M18664,L,299.4,308.2,1341,21.7,161,0
8666,M18665,L,301.7,310.0,1589,23.4,73,0
8667,M18666,H,298.0,307.7,1556,21.8,28,0
8668,M18667,H,298.6,309.3,1529,39.1,251,0
8669,M18668,L,300.8,312.1,1642,16.7,45,0
8670,M18669,H,301.6,311.0,1372,38.4,48,0
8671,M18670,L,302.2,313.0,1294,41.3,213,0
