UDI,Product ID,Type,Air temperature [K],Process temperature [K],Air temperature [C],Process temperature [C],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF
8015,M56160,M,300.4,309.83,27.25,36.68,1489,33.11,140,0,0,0,0,0
8016,M60662,M,301.02,311.87,27.87,38.72,1616,13.23,51,1,0,0,1,0
8017,L69113,L,296.82,306.83,23.67,33.68,1624,20.88,238,1,1,0,0,0
8018,M28207,M,299.97,309.99,26.82,36.84,1562,35.73,179,0,0,0,0,0
8019,L51862,L,298.83,307.36,25.68,34.21,1337,40.21,57,1,0,1,0,0
8020,M61029,M,298.7,308.63,25.55,35.48,1477,34.5,65,0,0,0,0,0
8021,L93031,L,300.27,310.59,27.12,37.44,1565,37.82,156,0,0,0,0,0
8022,M54970,M,298.9,310.23,25.75,37.08,1554,46.48,77,0,0,0,0,0
8023,M34208,M,302.76,312.01,29.61,38.86,1356,45.89,85,0,0,0,0,0
8024,L13526,L,302.38,314.65,29.23,41.5,1761,37.73,187,0,0,0,0,0
8025,L82175,L,302.36,312.92,29.21,39.77,1100,43.45,64,0,0,0,0,0
8026,L52448,L,299.01,307.49,25.86,34.34,1491,34.27,169,0,0,0,0,0
8027,M12323,M,298.08,307.23,24.93,34.08,1374,47.31,224,1,1,0,0,0
8028,L13546,L,300.16,311.59,27.01,38.44,1567,37.43,30,0,0,0,0,0
8029,L43225,L,299.7,310.94,26.55,37.79,1713,37.27,35,0,0,0,0,0
8030,M76501,M,298.78,308.8,25.63,35.65,1289,49.37,226,0,0,0,0,0
8031,L91140,L,297.65,307.8,24.5,34.65,1947,30.76,49,0,0,0,0,0
8032,M64264,M,299.92,308.75,26.77,35.6,1570,49.14,5,0,0,0,0,0
8033,L71575,L,299.19,310.51,26.04,37.36,1602,31.52,208,0,0,0,0,0
8034,L37898,L,301.38,310.39,28.23,37.24,1283,38.1,68,0,0,0,0,0
8035,M88891,M,301.33,312.17,28.18,39.02,1527,23.41,72,0,0,0,0,0
8036,L27725,L,302.2,313.55,29.05,40.4,1705,39.59,54,0,0,0,0,0
8037,L14203,L,297.48,307.53,24.33,34.38,1572,31.89,220,1,1,0,0,0
8038,M77922,M,300.8,311.77,27.65,38.62,1560,46.87,186,0,0,0,0,0
8039,L64354,L,298.55,310.39,25.4,37.24,1526,39.53,143,0,0,0,0,0
8040,H37413,H,297.56,307.83,24.41,34.68,1294,41.57,109,0,0,0,0,0
8041,H49323,H,299.14,308.97,25.99,35.82,1293,35.88,34,0,0,0,0,0
8042,L74160,L,302.14,312.07,28.99,38.92,1740,39.71,222,0,0,0,0,0
8043,L59035,L,299.26,308.51,26.11,35.36,1689,33.48,180,0,0,0,0,0
8044,M72560,M,303.13,312.37,29.98,39.22,1715,35.55,67,0,0,0,0,0
8045,L64065,L,301.1,311.54,27.95,38.39,1391,46.03,227,0,0,0,0,0
8046,L42828,L,299.21,309.05,26.06,35.9,1507,40.14,224,0,0,0,0,0
8047,M48987,M,302.32,312.65,29.17,39.5,1751,25.93,158,0,0,0,0,0
8048,L38324,L,300.89,309.4,27.74,36.25,1320,47.58,236,1,0,1,0,1
8049,M74883,M,298.13,308.04,24.98,34.89,1733,39.63,45,0,0,0,0,0
8050,L18035,L,303.72,314.75,30.57,41.6,1432,42.88,176,0,0,0,0,0
8051,L93174,L,300.52,309.4,27.37,36.25,1385,46.42,37,0,0,0,0,0
8052,L91755,L,300.04,310.05,26.89,36.9,1529,43.27,166,0,0,0,0,0
8053,H53506,H,298.29,306.43,25.14,33.28,1340,39.6,221,1,1,1,0,0
8054,M10335,M,302.36,311.05,29.21,37.9,1203,44.16,129,0,0,0,0,0
8055,M16581,M,301.03,311.84,27.88,38.69,1548,54.82,183,0,0,0,0,0
8056,L13138,L,301.26,310.95,28.11,37.8,1628,45.79,34,0,0,0,0,0
8057,L12517,L,298.98,310.81,25.83,37.66,1748,32.4,152,0,0,0,0,0
8058,L37705,L,301.67,312.1,28.52,38.95,1641,40.37,15,0,0,0,0,0
8059,L75328,L,301.82,312.35,28.67,39.2,1879,22.99,9,0,0,0,0,0
8060,L56675,L,298.66,307.59,25.51,34.44,1773,27.52,152,0,0,0,0,0
8061,M20435,M,297.17,306.78,24.02,33.63,1664,24.45,137,0,0,0,0,0
8062,L39020,L,301.16,310.43,28.01,37.28,1617,37.72,79,0,0,0,0,0
8063,H89059,H,296.85,305.79,23.7,32.64,1750,35.11,123,0,0,0,0,0
8064,L70444,L,300.3,310.97,27.15,37.82,1148,58.59,164,0,0,0,0,0
8065,H59293,H,299.11,309.97,25.96,36.82,1451,37.79,155,0,0,0,0,0
8066,L13456,L,302.44,312.84,29.29,39.69,1210,55.89,18,0,0,0,0,0
8067,L74720,L,299.21,308.39,26.06,35.24,1651,39.93,163,0,0,0,0,0
8068,L19486,L,302.21,312.55,29.06,39.4,1405,60.45,158,0,0,0,0,0
8069,L87912,L,298.97,307.06,25.82,33.91,2063,41.1,161,0,0,0,0,0
8070,L76828,L,302.0,313.32,28.85,40.17,1444,51.61,203,0,0,0,0,0
8071,L80167,L,304.12,312.82,30.97,39.67,1554,43.56,138,0,0,0,0,0
8072,L86170,L,297.86,306.74,24.71,33.59,1465,31.97,225,1,1,0,0,0
8073,M56781,M,300.58,310.7,27.43,37.55,1449,41.87,235,0,0,0,0,0
8074,M48936,M,305.5,315.7,32.35,42.55,1317,61.49,180,0,0,0,0,0
8075,M39800,M,300.13,310.06,26.98,36.91,1311,47.76,86,0,0,0,0,0
8076,L15535,L,300.12,309.01,26.97,35.86,1154,43.09,34,0,0,0,0,0
8077,M15184,M,301.58,312.71,28.43,39.56,1630,37.83,197,0,0,0,0,0
8078,L41400,L,300.08,308.4,26.93,35.25,1461,31.31,35,0,0,0,0,0
8079,L24794,L,296.59,305.1,23.44,31.95,1873,23.73,35,0,0,0,0,0
8080,L17808,L,302.26,312.16,29.11,39.01,1317,46.8,221,0,0,0,0,0
8081,L20127,L,295.99,304.73,22.84,31.58,1793,37.87,134,0,0,0,0,0
8082,L82322,L,299.17,310.39,26.02,37.24,1810,25.27,70,0,0,0,0,0
8083,L63475,L,302.41,311.24,29.26,38.09,1758,28.11,231,0,0,0,0,0
8084,L54637,L,299.29,310.84,26.14,37.69,1576,24.94,170,0,0,0,0,0
8085,M81420,M,298.61,309.65,25.46,36.5,1476,37.79,128,0,0,0,0,0
8086,M29195,M,301.76,312.99,28.61,39.84,1758,17.02,79,1,0,0,1,0
8087,H65810,H,298.3,310.18,25.15,37.03,1396,38.64,162,0,0,0,0,0
8088,M14322,M,297.56,307.64,24.41,34.49,1582,36.85,175,0,0,0,0,0
8089,L52419,L,300.55,309.54,27.4,36.39,1527,23.47,171,0,0,0,0,0
8090,M88110,M,299.63,309.53,26.48,36.38,1379,33.49,47,0,0,0,0,0
8091,M98181,M,297.51,306.95,24.36,33.8,1584,35.7,167,0,0,0,0,0
8092,L62657,L,301.27,310.56,28.12,37.41,1665,32.84,140,0,0,0,0,0
8093,L11392,L,300.93,311.08,27.78,37.93,1372,40.55,204,0,0,0,0,0
8094,H22248,H,299.28,308.97,26.13,35.82,1616,37.77,150,0,0,0,0,0
8095,L48422,L,299.42,308.67,26.27,35.52,1145,36.67,35,0,0,0,0,0
8096,H79200,H,300.94,310.7,27.79,37.55,1351,48.07,76,0,0,0,0,0
8097,L10064,L,302.38,312.93,29.23,39.78,1455,36.83,179,0,0,0,0,0
8098,L16864,L,299.43,310.39,26.28,37.24,1598,31.1,178,0,0,0,0,0
8099,L46725,L,301.31,309.71,28.16,36.56,1687,19.04,53,1,0,0,1,0
8100,L82697,L,301.13,310.83,27.98,37.68,1549,34.84,85,0,0,0,0,0
8101,M56568,M,301.76,311.62,28.61,38.47,1634,39.16,4,0,0,0,0,0
8102,H71162,H,300.08,308.9,26.93,35.75,1507,39.15,80,0,0,0,0,0
8103,L45948,L,298.18,308.06,25.03,34.91,1606,37.05,6,0,0,0,0,0
8104,L64074,L,299.08,309.22,25.93,36.07,1597,33.17,209,0,0,0,0,0
8105,M14350,M,300.69,311.2,27.54,38.05,1446,39.14,160,0,0,0,0,0
8106,M94030,M,303.64,313.71,30.49,40.56,1473,30.04,233,0,0,0,0,0
8107,L98721,L,299.03,308.15,25.88,35.0,1640,34.9,214,0,0,0,0,0
8108,L73497,L,301.61,313.62,28.46,40.47,1852,27.01,145,0,0,0,0,0
8109,M60222,M,299.34,310.17,26.19,37.02,1746,23.81,121,0,0,0,0,0
8110,M75658,M,300.22,310.77,27.07,37.62,1337,48.88,212,0,0,0,0,0
8111,L55088,L,303.03,314.04,29.88,40.89,1338,30.22,72,0,0,0,0,0
8112,L68373,L,301.53,311.77,28.38,38.62,1441,43.95,54,0,0,0,0,0
8113,H35108,H,297.52,308.8,24.37,35.65,1552,41.61,98,0,0,0,0,0
8114,M46253,M,298.86,308.91,25.71,35.76,1543,32.9,13,0,0,0,0,0
8115,L67084,L,302.51,312.51,29.36,39.36,1752,40.95,72,0,0,0,0,0
8116,L87766,L,300.28,310.92,27.13,37.77,1762,28.14,20,0,0,0,0,0
8117,M43300,M,297.7,309.28,24.55,36.13,1536,32.41,13,0,0,0,0,0
8118,L69365,L,298.36,309.87,25.21,36.72,1495,28.72,132,0,0,0,0,0
8119,L94590,L,301.41,312.0,28.26,38.85,1625,35.18,170,0,0,0,0,0
8120,L29825,L,301.99,312.51,28.84,39.36,1721,25.62,129,0,0,0,0,0
8121,L38021,L,300.04,310.73,26.89,37.58,1632,28.78,17,0,0,0,0,0
8122,M23698,M,304.95,315.94,31.8,42.79,1459,38.73,95,0,0,0,0,0
8123,L87856,L,301.65,312.95,28.5,39.8,1428,39.94,27,0,0,0,0,0
8124,M61159,M,299.51,309.28,26.36,36.13,1341,52.78,156,0,0,0,0,0
8125,L47154,L,298.37,309.69,25.22,36.54,1569,43.97,198,0,0,0,0,0
8126,L88625,L,298.05,308.39,24.9,35.24,1644,39.26,28,0,0,0,0,0
8127,L30262,L,300.67,311.32,27.52,38.17,1664,33.27,16,0,0,0,0,0
8128,H35301,H,299.02,310.4,25.87,37.25,1737,29.76,97,0,0,0,0,0
8129,M12250,M,303.35,314.09,30.2,40.94,1794,31.72,73,0,0,0,0,0
8130,L90904,L,302.93,313.85,29.78,40.7,1294,39.81,63,0,0,0,0,0
8131,M79225,M,301.27,310.88,28.12,37.73,1606,30.07,51,0,0,0,0,0
8132,M84843,M,297.64,309.14,24.49,35.99,1612,34.92,76,0,0,0,0,0
8133,H93229,H,298.66,309.35,25.51,36.2,1522,30.62,232,0,0,0,0,0
8134,L63225,L,302.51,312.64,29.36,39.49,1390,34.68,206,0,0,0,0,0
8135,M28800,M,298.87,309.97,25.72,36.82,1788,39.69,144,0,0,0,0,0
8136,L36923,L,302.24,314.83,29.09,41.68,1432,28.97,192,0,0,0,0,0
8137,L44115,L,300.95,309.78,27.8,36.63,1151,41.45,4,0,0,0,0,0
8138,H56541,H,300.1,309.3,26.95,36.15,1539,47.43,27,0,0,0,0,0
8139,L58850,L,298.59,311.28,25.44,38.13,1493,35.23,70,0,0,0,0,0
8140,L69863,L,299.81,310.24,26.66,37.09,1860,41.81,155,0,0,0,0,0
8141,L75964,L,300.38,310.57,27.23,37.42,1621,26.01,212,0,0,0,0,0
8142,M45831,M,302.07,311.95,28.92,38.8,1482,39.26,55,0,0,0,0,0
8143,M44019,M,298.23,309.44,25.08,36.29,1501,44.36,33,0,0,0,0,0
8144,L37334,L,299.47,312.09,26.32,38.94,1499,30.99,204,0,0,0,0,0
8145,H74763,H,300.09,309.42,26.94,36.27,1923,43.19,98,0,0,0,0,0
8146,L46625,L,301.33,311.23,28.18,38.08,1653,31.53,168,0,0,0,0,0
8147,L86972,L,298.18,307.83,25.03,34.68,1289,48.53,132,0,0,0,0,0
8148,H15680,H,297.37,308.1,24.22,34.95,1492,32.97,42,0,0,0,0,0
8149,L39710,L,301.35,312.57,28.2,39.42,1531,49.36,168,0,0,0,0,0
8150,L12734,L,296.96,308.59,23.81,35.44,1341,45.15,101,0,0,0,0,0
8151,L73216,L,302.57,313.34,29.42,40.19,1223,63.63,69,0,0,0,0,0
8152,M84361,M,299.69,312.21,26.54,39.06,1639,44.39,217,1,1,0,0,0
8153,L65428,L,296.9,306.33,23.75,33.18,1394,47.79,1,0,0,0,0,0
8154,H51576,H,299.04,308.2,25.89,35.05,1754,25.03,97,0,0,0,0,0
8155,M79053,M,300.76,312.23,27.61,39.08,1536,37.96,72,0,0,0,0,0
8156,L80099,L,298.93,309.06,25.78,35.91,1452,36.93,13,0,0,0,0,0
8157,M57750,M,300.04,308.66,26.89,35.51,1112,51.73,19,0,0,0,0,0
8158,L62928,L,301.48,311.16,28.33,38.01,1749,33.94,41,0,0,0,0,0
8159,L90982,L,299.6,309.85,26.45,36.7,1586,28.91,121,0,0,0,0,0
8160,M60781,M,298.13,307.48,24.98,34.33,1457,38.08,68,0,0,0,0,0
8161,H34553,H,299.4,308.39,26.25,35.24,1379,40.77,201,0,0,0,0,0
8162,L30306,L,302.83,312.62,29.68,39.47,1815,23.49,58,0,0,0,0,0
8163,L12464,L,303.37,312.31,30.22,39.16,1349,48.88,173,0,0,0,0,0
8164,L28913,L,295.96,306.6,22.81,33.45,1470,40.74,50,0,0,0,0,0
8165,L91487,L,302.18,310.24,29.03,37.09,1635,41.56,10,0,0,0,0,0
8166,L42157,L,300.5,310.59,27.35,37.44,1789,35.93,64,0,0,0,0,0
8167,L61167,L,301.85,312.37,28.7,39.22,1497,24.56,201,0,0,0,0,0
8168,M23839,M,298.9,308.81,25.75,35.66,1406,34.07,20,0,0,0,0,0
8169,L71266,L,296.46,307.56,23.31,34.41,1516,51.01,83,0,0,0,0,0
8170,L37623,L,301.17,309.8,28.02,36.65,1693,40.12,2,0,0,0,0,0
8171,M39497,M,298.12,307.42,24.97,34.27,1733,20.1,151,0,0,0,0,0
8172,M43136,M,297.22,306.89,24.07,33.74,1294,48.03,226,0,0,0,0,0
8173,L23314,L,297.36,308.08,24.21,34.93,1555,30.19,92,0,0,0,0,0
8174,L72416,L,301.2,311.42,28.05,38.27,1284,27.85,138,0,0,0,0,0
8175,M27694,M,300.28,312.42,27.13,39.27,1690,47.17,109,0,0,0,0,0
8176,L15890,L,301.56,310.76,28.41,37.61,1609,36.21,234,1,1,0,0,0
8177,L93109,L,301.34,309.94,28.19,36.79,1374,43.44,177,0,0,0,0,0
8178,M65469,M,299.16,310.95,26.01,37.8,1803,21.72,11,0,0,0,0,0
8179,L77421,L,299.86,308.43,26.71,35.28,1594,26.73,26,0,0,0,0,0
8180,L42069,L,298.98,309.66,25.83,36.51,1574,23.66,113,0,0,0,0,0
8181,L37468,L,299.58,308.6,26.43,35.45,1504,49.44,152,0,0,0,0,0
8182,L85060,L,298.07,306.0,24.92,32.85,1534,24.21,70,0,0,0,0,0
8183,L77873,L,300.78,310.41,27.63,37.26,1468,51.96,162,0,0,0,0,0
8184,H65125,H,302.15,313.05,29.0,39.9,1405,32.88,138,0,0,0,0,0
8185,L84184,L,298.37,307.15,25.22,34.0,1750,22.92,104,0,0,0,0,0
8186,L91696,L,302.56,313.14,29.41,39.99,1449,39.1,140,0,0,0,0,0
8187,L47914,L,300.23,310.99,27.08,37.84,1443,34.24,220,1,1,0,0,0
8188,H55451,H,300.48,309.21,27.33,36.06,1512,38.66,58,0,0,0,0,0
8189,L47231,L,296.6,306.37,23.45,33.22,1784,25.09,190,0,0,0,0,0
8190,L62753,L,296.39,307.96,23.24,34.81,1733,30.55,3,0,0,0,0,0
8191,M54317,M,300.29,310.94,27.14,37.79,1466,33.02,20,0,0,0,0,0
8192,L33311,L,301.58,311.32,28.43,38.17,1750,39.64,228,0,0,0,0,0
8193,L63274,L,298.66,309.07,25.51,35.92,1554,40.97,167,0,0,0,0,0
8194,L99075,L,303.34,312.65,30.19,39.5,1387,43.28,152,0,0,0,0,0
8195,L26222,L,301.47,312.58,28.32,39.43,1452,47.9,80,0,0,0,0,0
8196,L61305,L,298.18,309.3,25.03,36.15,1775,34.38,44,0,0,0,0,0
8197,M39183,M,300.06,310.18,26.91,37.03,1899,31.59,91,0,0,0,0,0
8198,L20829,L,304.95,315.18,31.8,42.03,1591,35.05,144,0,0,0,0,0
8199,L10154,L,297.51,306.52,24.36,33.37,1436,34.17,152,0,0,0,0,0
8200,L69408,L,301.06,309.7,27.91,36.55,1513,32.15,41,0,0,0,0,0
8201,L18965,L,299.35,308.98,26.2,35.83,1402,42.06,107,0,0,0,0,0
8202,L87261,L,301.41,311.33,28.26,38.18,1427,48.29,136,0,0,0,0,0
8203,H93961,H,302.53,313.6,29.38,40.45,1410,45.2,230,0,0,0,0,0
8204,L79714,L,299.23,310.15,26.08,37.0,1521,42.18,132,0,0,0,0,0
8205,M99207,M,302.24,312.42,29.09,39.27,1556,27.97,139,0,0,0,0,0
8206,L47036,L,304.44,315.63,31.29,42.48,1509,42.15,184,0,0,0,0,0
8207,L56847,L,300.13,309.19,26.98,36.04,1496,35.1,101,0,0,0,0,0
8208,L91335,L,301.57,312.65,28.42,39.5,1668,35.75,92,0,0,0,0,0
8209,L51758,L,298.82,308.03,25.67,34.88,1495,42.74,142,0,0,0,0,0
8210,L56332,L,300.04,311.28,26.89,38.13,1506,28.79,188,0,0,0,0,0
8211,L63978,L,299.65,309.63,26.5,36.48,1504,39.35,153,0,0,0,0,0
8212,M52982,M,301.59,309.6,28.44,36.45,1805,33.63,45,0,0,0,0,0
8213,L79634,L,302.41,313.14,29.26,39.99,1449,47.53,95,0,0,0,0,0
8214,L29630,L,299.78,310.59,26.63,37.44,1639,30.82,123,0,0,0,0,0
8215,L47467,L,303.07,312.61,29.92,39.46,1404,40.32,126,0,0,0,0,0
8216,L25856,L,303.06,312.69,29.91,39.54,1596,37.25,82,0,0,0,0,0
8217,L33959,L,301.69,311.53,28.54,38.38,1631,31.0,125,0,0,0,0,0
8218,L54004,L,298.97,307.04,25.82,33.89,1725,28.94,162,0,0,0,0,0
8219,L59354,L,298.78,306.41,25.63,33.26,1468,34.45,112,0,0,0,0,0
8220,M12590,M,298.38,309.68,25.23,36.53,1340,41.73,108,0,0,0,0,0
8221,M85054,M,301.9,311.07,28.75,37.92,1398,54.97,192,0,0,0,0,0
8222,L75101,L,297.58,309.43,24.43,36.28,1704,32.89,182,0,0,0,0,0
8223,L44359,L,301.35,312.72,28.2,39.57,1899,34.07,101,0,0,0,0,0
8224,M18965,M,297.84,309.4,24.69,36.25,1681,34.34,239,0,0,0,0,0
8225,L17296,L,301.65,311.0,28.5,37.85,1314,41.14,16,0,0,0,0,0
8226,L27409,L,300.03,308.43,26.88,35.28,1675,34.01,78,0,0,0,0,0
8227,L69043,L,302.67,311.58,29.52,38.43,1370,47.98,9,0,0,0,0,0
8228,L58072,L,302.28,311.84,29.13,38.69,1474,38.45,201,0,0,0,0,0
8229,L35935,L,302.87,310.5,29.72,37.35,1568,35.26,181,0,0,0,0,0
8230,L85625,L,302.92,312.45,29.77,39.3,1597,33.99,164,0,0,0,0,0
8231,L67825,L,300.29,310.09,27.14,36.94,1546,29.1,51,0,0,0,0,0
8232,L30160,L,297.68,306.39,24.53,33.24,1430,48.39,170,0,0,0,0,0
8233,M19852,M,297.89,306.85,24.74,33.7,1720,29.73,85,0,0,0,0,0
8234,L89937,L,295.83,305.61,22.68,32.46,1443,51.47,208,0,0,0,0,0
8235,L49550,L,297.83,308.19,24.68,35.04,1755,34.61,48,0,0,0,0,0
8236,L65772,L,300.14,309.25,26.99,36.1,1297,55.42,52,0,0,0,0,0
8237,M62329,M,298.88,309.17,25.73,36.02,1573,34.83,231,0,0,0,0,0
8238,M83032,M,299.64,309.78,26.49,36.63,1320,37.53,124,0,0,0,0,0
8239,M19435,M,300.99,311.03,27.84,37.88,1389,49.59,107,0,0,0,0,0
8240,L16018,L,299.39,308.74,26.24,35.59,1445,35.16,84,0,0,0,0,0
8241,M71696,M,297.76,306.42,24.61,33.27,1801,42.1,199,0,0,0,0,0
8242,M66239,M,299.89,311.59,26.74,38.44,1764,37.11,85,0,0,0,0,0
8243,L92089,L,298.2,308.83,25.05,35.68,1688,45.66,85,0,0,0,0,0
8244,L41180,L,299.46,310.46,26.31,37.31,1541,29.37,30,0,0,0,0,0
8245,L12476,L,302.69,312.6,29.54,39.45,1568,44.19,125,0,0,0,0,0
8246,M83050,M,299.46,309.29,26.31,36.14,1757,26.67,222,1,1,0,0,0
8247,L86758,L,303.54,314.03,30.39,40.88,1658,15.39,230,1,1,0,1,0
8248,L42874,L,302.86,311.03,29.71,37.88,1538,44.42,239,1,1,0,0,0
8249,H65327,H,298.84,307.73,25.69,34.58,1795,31.87,114,0,0,0,0,0
8250,M12364,M,297.78,306.98,24.63,33.83,1678,41.85,186,0,0,0,0,0
8251,H69653,H,299.89,309.44,26.74,36.29,1577,37.06,133,0,0,0,0,0
8252,H86647,H,302.31,311.43,29.16,38.28,1455,39.56,132,0,0,0,0,0
8253,L12144,L,299.02,309.35,25.87,36.2,1439,51.8,193,0,0,0,0,0
8254,M35325,M,301.82,311.9,28.67,38.75,1476,39.76,200,0,0,0,0,0
8255,L83687,L,302.42,313.81,29.27,40.66,1615,31.67,5,0,0,0,0,0
8256,M19149,M,298.45,310.93,25.3,37.78,1681,33.37,226,1,1,0,0,0
8257,L63538,L,298.65,307.39,25.5,34.24,1282,45.94,198,0,0,0,0,0
8258,H76445,H,301.43,311.57,28.28,38.42,1194,25.22,173,1,0,0,1,0
8259,M35452,M,300.3,310.45,27.15,37.3,1368,45.8,204,0,0,0,0,0
8260,M41276,M,298.63,308.61,25.48,35.46,1464,50.02,129,0,0,0,0,0
8261,L95743,L,299.3,308.21,26.15,35.06,1744,32.46,186,0,0,0,0,0
8262,L10590,L,299.86,308.94,26.71,35.79,1486,35.19,144,0,0,0,0,0
8263,M60429,M,296.87,307.11,23.72,33.96,1580,39.37,130,0,0,0,0,0
8264,L31569,L,301.53,310.59,28.38,37.44,1608,49.58,51,0,0,0,0,0
8265,M86949,M,299.04,309.2,25.89,36.05,1356,46.01,203,0,0,0,0,0
8266,L79032,L,294.43,304.19,21.28,31.04,1790,33.72,212,0,0,0,0,0
8267,M59466,M,299.95,310.09,26.8,36.94,1419,37.26,233,0,0,0,0,0
8268,L81906,L,298.52,307.56,25.37,34.41,1808,23.13,29,0,0,0,0,0
8269,M70753,M,303.38,313.54,30.23,40.39,1513,38.06,70,0,0,0,0,0
8270,M55803,M,298.83,307.95,25.68,34.8,1476,39.15,164,0,0,0,0,0
8271,L30127,L,297.8,307.97,24.65,34.82,1341,27.28,205,0,0,0,0,0
8272,L94770,L,301.02,312.36,27.87,39.21,1570,30.69,180,0,0,0,0,0
8273,L22910,L,298.68,308.94,25.53,35.79,1930,38.97,109,0,0,0,0,0
8274,L84821,L,298.44,308.76,25.29,35.61,1607,33.58,174,0,0,0,0,0
8275,L50323,L,301.02,311.84,27.87,38.69,1582,16.56,17,1,0,0,1,0
8276,M78337,M,297.92,306.52,24.77,33.37,1418,53.21,159,0,0,0,0,0
8277,L86747,L,297.09,308.8,23.94,35.65,1639,27.83,2,0,0,0,0,0
8278,L54900,L,303.45,312.4,30.3,39.25,1563,32.91,11,0,0,0,0,0
8279,L89367,L,301.16,312.04,28.01,38.89,1524,46.09,182,0,0,0,0,0
8280,L50276,L,299.47,310.22,26.32,37.07,1622,29.4,115,0,0,0,0,0
8281,L74286,L,299.99,309.09,26.84,35.94,1217,31.31,14,0,0,0,0,0
8282,H14117,H,301.01,312.02,27.86,38.87,1517,39.5,116,0,0,0,0,0
8283,M28061,M,301.95,312.44,28.8,39.29,1326,49.6,15,0,0,0,0,0
8284,L32216,L,298.49,310.38,25.34,37.23,1540,33.45,83,0,0,0,0,0
8285,L66975,L,300.73,310.93,27.58,37.78,1408,39.7,38,0,0,0,0,0
8286,M13691,M,298.99,308.88,25.84,35.73,1420,30.9,53,0,0,0,0,0
8287,L53915,L,299.62,309.11,26.47,35.96,1302,36.05,47,0,0,0,0,0
8288,L92174,L,300.32,308.58,27.17,35.43,1730,30.54,89,0,0,0,0,0
8289,L33173,L,299.99,309.67,26.84,36.52,1416,45.64,26,0,0,0,0,0
8290,L63143,L,301.47,311.2,28.32,38.05,1426,40.97,127,0,0,0,0,0
8291,H24003,H,300.97,311.24,27.82,38.09,1803,39.94,98,0,0,0,0,0
8292,M92413,M,296.98,305.56,23.83,32.41,1634,48.29,202,0,0,0,0,0
8293,L37867,L,297.28,307.05,24.13,33.9,1179,55.69,198,1,0,0,0,1
8294,L92000,L,299.26,309.84,26.11,36.69,1777,19.52,198,0,0,0,0,0
8295,M83673,M,303.66,314.33,30.51,41.18,1823,29.15,113,0,0,0,0,0
8296,M83952,M,298.3,306.44,25.15,33.29,1807,38.72,70,0,0,0,0,0
8297,M22102,M,299.58,310.29,26.43,37.14,1652,33.73,100,0,0,0,0,0
8298,M34164,M,298.93,308.68,25.78,35.53,1342,29.73,165,0,0,0,0,0
8299,L76372,L,298.89,308.71,25.74,35.56,1526,33.12,127,0,0,0,0,0
8300,M49392,M,300.36,307.99,27.21,34.84,1282,26.53,150,1,0,1,0,0
8301,M62321,M,302.8,314.3,29.65,41.15,1383,39.2,166,0,0,0,0,0
8302,L44546,L,300.91,311.09,27.76,37.94,1341,37.26,220,0,0,0,0,0
8303,M91022,M,298.39,306.86,25.24,33.71,1425,37.31,227,1,1,0,0,0
8304,L29668,L,305.51,315.88,32.36,42.73,1564,46.09,202,0,0,0,0,0
8305,L71265,L,300.16,310.5,27.01,37.35,1457,28.67,16,0,0,0,0,0
8306,L31709,L,298.85,310.07,25.7,36.92,1450,33.78,235,0,0,0,0,0
8307,L33130,L,302.82,312.51,29.67,39.36,1484,29.47,169,0,0,0,0,0
8308,L61622,L,299.06,309.07,25.91,35.92,1797,40.45,166,0,0,0,0,0
8309,L80373,L,303.33,312.68,30.18,39.53,1914,38.99,6,0,0,0,0,0
8310,L59583,L,298.26,308.86,25.11,35.71,1456,42.23,115,0,0,0,0,0
8311,L75305,L,302.86,312.08,29.71,38.93,1594,38.42,150,0,0,0,0,0
8312,L84523,L,300.4,309.51,27.25,36.36,1388,31.68,67,0,0,0,0,0
8313,L63090,L,302.58,312.51,29.43,39.36,1669,35.92,20,0,0,0,0,0
8314,M71100,M,303.8,312.58,30.65,39.43,1452,30.49,128,0,0,0,0,0
8315,L31506,L,297.73,309.34,24.58,36.19,1411,40.95,107,0,0,0,0,0
8316,L27134,L,302.55,314.48,29.4,41.33,1885,27.64,11,0,0,0,0,0
8317,M42049,M,297.18,306.73,24.03,33.58,1298,39.4,125,0,0,0,0,0
8318,M38500,M,297.91,306.52,24.76,33.37,1106,52.04,26,0,0,0,0,0
8319,M54386,M,298.39,308.73,25.24,35.58,1664,39.86,102,0,0,0,0,0
8320,L96067,L,301.01,310.53,27.86,37.38,1471,53.16,65,0,0,0,0,0
8321,L74759,L,300.07,311.24,26.92,38.09,1422,44.7,233,0,0,0,0,0
8322,M78105,M,299.67,308.88,26.52,35.73,2013,46.69,8,1,0,0,1,0
8323,L20174,L,300.29,310.84,27.14,37.69,1663,36.07,134,0,0,0,0,0
8324,L71747,L,301.18,311.3,28.03,38.15,1525,51.85,36,0,0,0,0,0
8325,L38035,L,301.34,310.66,28.19,37.51,1411,44.09,77,0,0,0,0,0
8326,M12337,M,302.19,312.43,29.04,39.28,1613,37.44,44,0,0,0,0,0
8327,L66299,L,303.64,314.52,30.49,41.37,1232,45.17,239,1,1,0,0,0
8328,H13316,H,299.96,310.04,26.81,36.89,1445,42.05,8,0,0,0,0,0
8329,M83630,M,298.96,309.06,25.81,35.91,1529,40.94,130,0,0,0,0,0
8330,L98805,L,301.23,310.35,28.08,37.2,1572,25.1,146,0,0,0,0,0
